# Wohnung Miete from immoscout24.de on 2018-08-23-09-43
ID,Haus/Wohnung,ID,Miete/Kauf,address,balcony,builtInKitchen,city,floorplan,from,garden,lat,livingSpace,lon,numberOfRooms,postcode,price,privateOffer,quarter,title,url
106754022,Wohnung,106754022,Miete,"Glasewaldtstraße 42, Striesen-Ost, Dresden",false,false,Dresden,true,001.699976,true,51.0428,78.55,13.80043,2,01277,550,false,Striesen-Ost,Geräumige Dachgeschosswohnung in Striesen mit idealem WG-Schnittl! Ruhig!,https://www.immobilienscout24.de/expose/106754022
103933042,Wohnung,103933042,Miete,"Wilsdruffer Vorstadt/Seevorstadt-West, Dresden",true,true,Dresden,true,001.5408770,false,,69.27,,2,01067,907.44,false,Wilsdruffer Vorstadt/Seevorstadt-West,"Stilvoll leben in exzellenter Lage | Vollbad, Einbauküche & Ankleide",https://www.immobilienscout24.de/expose/103933042
106323988,Wohnung,106323988,Miete,"Hertha-Lindner-Straße 5, Wilsdruffer Vorstadt/Seevorstadt-West, Dresden",true,true,Dresden,true,002.01008752157,false,51.05183,119.56,13.72894,4,01067,1589,false,Wilsdruffer Vorstadt/Seevorstadt-West,Ein Meisterwerk! Traumhafte 4-Raum-Dachterrassenwohnung umgeben von Kunst und Kultur,https://www.immobilienscout24.de/expose/106323988
106669858,Wohnung,106669858,Miete,"Am Queckbrunnen 4, Wilsdruffer Vorstadt/Seevorstadt-West, Dresden",true,false,Dresden,true,001.118256,true,51.05335,70.44,13.72951,2,01067,845,false,Wilsdruffer Vorstadt/Seevorstadt-West,"Citywohnung mit Balkon!, www.cmdd.de",https://www.immobilienscout24.de/expose/106669858
106321550,Wohnung,106321550,Miete,"Hertha-Lindner-Straße 3, Wilsdruffer Vorstadt/Seevorstadt-West, Dresden",true,true,Dresden,true,002.01008752157,false,51.05183,80.23,13.72894,3,01067,849,false,Wilsdruffer Vorstadt/Seevorstadt-West,Hochwertig ausgestattete 3-Raum-Wohnung mit 2 Bädern und Süd-Loggia am Schauspielhaus,https://www.immobilienscout24.de/expose/106321550
106372282,Wohnung,106372282,Miete,"Goehtestraße 17, Klotzsche, Dresden",true,false,Dresden,true,001.95573,false,,188,,4,01109,1692,false,Klotzsche,"--Idyllisch gelegen, ein Wohntraum in herrschaftlicher Anlage--",https://www.immobilienscout24.de/expose/106372282
106748176,Wohnung,106748176,Miete,"Wilsdruffer Vorstadt/Seevorstadt-West, Dresden",true,false,Dresden,true,001.837568,false,,97.7,,4,01067,990,false,Wilsdruffer Vorstadt/Seevorstadt-West,* moderne 4-Zimmer-Wohnungen in der Dresdner Altstadt *,https://www.immobilienscout24.de/expose/106748176
106859596,Wohnung,106859596,Miete,"Kleinzschachwitz, Dresden",true,false,Dresden,true,001.837568,false,,65,,2,01259,499,false,Kleinzschachwitz,* frisch renovierte 2-Zimmer-Wohnung in beliebter und ruhiger Lage *,https://www.immobilienscout24.de/expose/106859596
104030529,Wohnung,104030529,Miete,"Winterbergstraße 14, Gruna, Dresden",true,true,Dresden,true,001.7352372,true,51.03185,174,13.77735,4.5,01277,1300,false,Gruna,Am Großen Garten: Haus mit EBK + 2 Garagen + 2 Terrassen,https://www.immobilienscout24.de/expose/104030529
99538834,Wohnung,99538834,Miete,"Hans-Fromm-Straße 2, Pieschen-Süd, Dresden",true,false,Dresden,true,001.7352372,true,51.07636,120.13,13.72026,4,01127,1266,false,Pieschen-Süd,Am Pieschener Hafen: RIESENDachterrasse + Elbblick + Erstbezug,https://www.immobilienscout24.de/expose/99538834
