# Haus Miete from immoscout24.de on 2015-08-09-17-49
ID,Adresse,Bilder,Features,Grundgriss,Grundstück,Haus/Wohnung,Kaltmiete,Kaufpreis,Lat,Lon,Miete/Kauf,PLZ,Stadt,Stadtteil,Titel,Wohnfläche,Zimmer,von privat,From_UUID
77430338,"Hosterwitz/Pillnitz, Dresden",14,[],False,550 m²,Haus,1.179 €,,,,Miete,01326,Dresden,Hosterwitz/Pillnitz,"Hochwertiges Einfamilienhaus, wird für Sie individuell gestaltet!",127 m²,5,False,29ae2ee1-09b2-36a5-9e64-1d8be164b601
77430340,"Klotzsche, Dresden",14,[],False,600 m²,Haus,1.196 €,,,,Miete,01109,Dresden,Klotzsche,Jetzt Preis sichern und 25 Jahre konstante Miete genießen! Nur noch wenige Angebote vorhanden.,129 m²,5,False,29ae2ee1-09b2-36a5-9e64-1d8be164b601
80521357,"Wieckestr. 61, Leubnitz-Neuostra, Dresden",14,[],True,340 m²,Haus,1.350 €,,51.01373,13.78068,Miete,01237,Dresden,Leubnitz-Neuostra,"Doppelhaushälfte mit Garten und Garage, Leubnitz, Erstbezug nach Sanierung, provisionsfrei",120 m²,5,True,6c6b1d6c-9678-38ac-976e-9f4a95f5d397
81216706,"Leipziger Vorstadt, Dresden",12,[],True,0 m²,Haus,1.500 €,,,,Miete,01097,Dresden,Leipziger Vorstadt,EINFAMILIENHAUS in der Dresdner Neustadt !!!,"166,32 m²",4,False,02b6a8f0-edd7-37cb-a743-8759b57ea77f
82023223,"Trachenbergerstr. 16, Pieschen-Nord/Trachenberge, Dresden",9,[Einbauküche],True,130 m²,Haus,690 €,,51.08385,13.72751,Miete,01129,Dresden,Pieschen-Nord/Trachenberge,Haushälfte zentral gelegen,115 m²,4,True,288c5ea2-f69b-3f65-ab75-f66744bca044
82101121,"Dorfplatz -, Cossebaude/Mobschatz/Oberwartha, Dresden",14,[Einbauküche],True,0 m²,Haus,1.120 €,,51.09488,13.64109,Miete,01156,Dresden,Cossebaude/Mobschatz/Oberwartha,"Luxus- Wohnung am Stadtrand! 3,5 Zimmer mit eigenem Eingang, EBK + Kinoraum im Dreiseitenhof,",178 m²,"3,5",False,27c864d1-7959-3430-ab12-2ca28f7b49ab
82142131,"Weixdorf, Dresden",0,[Einbauküche],False,2.500 m²,Haus,1.750 €,,,,Miete,01108,Dresden,Weixdorf,Wohnen wie im Paradies,212 m²,6,True,faec30de-e8cb-3930-a6a7-470da6ef4d5b
82175156,"Klotzsche, Dresden",10,[],True,475 m²,Haus,960 €,,,,Miete,01109,Dresden,Klotzsche,"mit SÜD BLICK unsere meist gebaute STADT Villa -  viel Licht, viel Raum - einfach nur schön",114 m²,4,False,2b7be2e4-2796-315e-891f-8a9c0b1622df
82187387,"Loschwitz/Wachwitz, Dresden",11,[Einbauküche],True,2.000 m²,Haus,3.150 €,,,,Miete,01326,Dresden,Loschwitz/Wachwitz,Exklusives Weinberghaus in Loschwitz mit Grundstück,343 m²,7,False,9a43dc2e-2349-3322-955d-c9242487a0c9
82321254,"Pappritzer Straße 11, Bühlau/Weißer Hirsch, Dresden",29,[Einbauküche],True,270 m²,Haus,1.100 €,,51.04927,13.84828,Miete,01326,Dresden,Bühlau/Weißer Hirsch,REIHEN HAUS  IN OBERLOSCHWITZ,135 m²,"4,5",False,d4e72b8a-071c-348e-a413-20f2a14e83cd
82484014,"Kleinzschachwitz, Dresden",19,[],True,149 m²,Haus,845 €,,,,Miete,01259,Dresden,Kleinzschachwitz,Doppelhaushälfte in Kleinzschachwitz zu vermieten,110 m²,3,False,02b6a8f0-edd7-37cb-a743-8759b57ea77f
82492825,"Klotzsche, Dresden",15,[],True,570 m²,Haus,930 €,,,,Miete,01109,Dresden,Klotzsche,BUNGALOW mit 100 m² Wohnfläche,100 m²,3,False,2b7be2e4-2796-315e-891f-8a9c0b1622df
82558870,"Trachau, Dresden",15,[],True,620 m²,Haus,895 €,,,,Miete,01108,Dresden,Trachau,"unsere meist gebaute STADT Villa in  WEIXDORF  -  viel Licht, viel Raum - einfach nur schön",114 m²,4,False,2b7be2e4-2796-315e-891f-8a9c0b1622df
82559090,"Trachau, Dresden",13,[],True,620 m²,Haus,835 €,,,,Miete,01108,Dresden,Trachau,"preiswerte 100 m² Villa in  WEIXDORF  -  viel Licht, viel Raum - einfach nur schön",100 m²,4,False,2b7be2e4-2796-315e-891f-8a9c0b1622df
82559295,"Cossebaude/Mobschatz/Oberwartha, Dresden",11,[],True,640 m²,Haus,875 €,,,,Miete,01156,Dresden,Cossebaude/Mobschatz/Oberwartha,traumhaftes Grundstück mit Fernblick,110 m²,4,False,2b7be2e4-2796-315e-891f-8a9c0b1622df
82559548,"Cossebaude/Mobschatz/Oberwartha, Dresden",13,[],True,630 m²,Haus,880 €,,,,Miete,01156,Dresden,Cossebaude/Mobschatz/Oberwartha,traumhafte Lage / BUNGALOW mit 100 m² Wohnfläche,100 m²,3,False,2b7be2e4-2796-315e-891f-8a9c0b1622df
82648366,"Gönnsdorf/Pappritz, Dresden",12,[],True,126 m²,Haus,1.120 €,,,,Miete,01328,Dresden,Gönnsdorf/Pappritz,GEPFLEGTES REIHENHAUS IN RUHIGER LAGE VON PAPPRITZ,124 m²,5,False,7c1ba9f8-74d6-3e5a-8a7d-728729800ca9
82653390,"Loschwitz/Wachwitz, Dresden",12,[Einbauküche],False,1.100 m²,Haus,2.500 €,,,,Miete,01326,Dresden,Loschwitz/Wachwitz,* Loschwitz - Haus zur Miete mit Pool und Blick über Dresden *,400 m²,6,False,9fd7b4ed-08b5-3372-ac62-e37d4da1dcc8
82671756,"Dorfstr.  16, Niedersedlitz, Dresden",11,[],False,90 m²,Haus,1.168 €,,50.99848,13.82025,Miete,01257,Dresden,Niedersedlitz,Neubau-Reihenhäuser im Dreiseitenhof in DD-Niedersedlitz,146 m²,5,False,b78bd465-9ac2-352e-8a38-a14ead4de859
82746607,"Schevenstrasse 8f, Loschwitz/Wachwitz, Dresden",32,[Einbauküche],True,1.083 m²,Haus,1.640 €,,51.06085,13.80853,Miete,01326,Dresden,Loschwitz/Wachwitz,Ein Ort der Entspannung! Haus im Grünen!,157 m²,4,True,12b4cac2-64ac-3eed-881a-503654dfce67
82755086,"Hellerau/Wilschdorf, Dresden",19,[],True,407 m²,Haus,1.400 €,,,,Miete,01109,Dresden,Hellerau/Wilschdorf,- Modernes Wohnen -         Einfamilienhaus zur Miete in Dresden-Hellerau,121 m²,4,False,99815a1c-9cd0-31a3-ac0a-18a5cf2b0196
82777561,"Gönnsdorf/Pappritz, Dresden",12,[],True,126 m²,Haus,1.120 €,,,,Miete,01328,Dresden,Gönnsdorf/Pappritz,GEPFLEGTES REIHENHAUS IN RUHIGER LAGE VON PAPPRITZ,124 m²,5,False,7c1ba9f8-74d6-3e5a-8a7d-728729800ca9
82962320,"Coschütz/Gittersee, Dresden",15,[Einbauküche],False,20 m²,Haus,1.500 €,,,,Miete,01189,Dresden,Coschütz/Gittersee,*** großzügiges und modernes Haus zur Miete in DD-Plauen ***,230 m²,6,False,3b875002-992a-3a7e-94ad-0dcaf028d8f0
83073085,"Innere Neustadt, Dresden",13,[Einbauküche],True,50 m²,Haus,1.450 €,,,,Miete,01097,Dresden,Innere Neustadt,*** Rarität! Haus zur Miete in der Neustadt  ***,"151,9 m²",5,False,c4fbd2b3-6075-392e-9c90-2504c406887a
